docId,filename,0 lb term persname,1 lb choice rend,2 lb add del,3 seg rend fw,4 xml facs lry,5 lb term type,6 lb placename reg,7 choice expan abbr,8 seg rend date,9 lb xml id
0,liv_000001_TEI.xml,0.06057827237031628,0.5861120970473662,3.1655710429020795E-6,0.02690573200066606,1.1439361598414237E-7,0.16215104604671285,0.08617559403360169,0.026776928133050514,0.013664989919741197,0.03763206048388632
1,liv_000002_TEI.xml,0.04493234192516302,0.6413498195265143,0.0520997784343595,0.049543192880075,1.1941988077604662E-7,0.148141611481311,0.005232969103671132,0.012279553455730513,0.025442702033459795,0.020977911739834935
2,liv_000003_TEI.xml,0.06096332881842363,0.6183843507820203,3.141024649251166E-6,0.044830880898203536,1.1350658780153556E-7,0.21450130586128519,0.003081097586790563,0.014480108019471753,0.025709272800851394,0.018046400701716613
3,liv_000004_TEI.xml,0.01951833411314056,0.6822000177618875,2.9319365478067476E-6,0.03574846926332713,1.0595081234765135E-7,0.1757729931747886,2.6390543585333907E-5,0.009697738060847137,0.05990294964467903,0.017130069550384465
4,liv_000005_TEI.xml,0.031877085538339706,0.7635237777118843,0.0020334681542456385,0.035519098693642844,1.0785011521843567E-7,0.0848255331718545,0.006176328423459273,0.014628715475861023,0.042702433163787655,0.018713451816809883
5,liv_000006_TEI.xml,0.02299553885436624,0.8141826987225317,2.6918436542781613E-6,0.04276284499768947,9.727462284168098E-8,0.07106595488664841,2.4229452488074348E-5,0.011153582512498981,0.021352501536192198,0.016459859919307766
6,liv_000007_TEI.xml,0.008794095395670243,0.8414703755660967,0.003412089449559992,0.03178125015567507,7.730780374835133E-8,0.047662820294082094,0.0031381128932356137,6.618380297007264E-6,0.049239408639748426,0.01449515191783112
7,liv_000010_TEI.xml,0.003106413676845306,0.7336642817683773,2.1458235100738285E-6,0.018780648380711508,7.7543200659333E-8,0.1774052095426776,1.931469114207112E-5,7.991547625920553E-4,0.05318507485745209,0.0130376789534913
8,liv_000013_ks.xml,3.792857557391586E-4,0.5794929213574191,1.3237506715438406E-5,6.49415967159253E-5,4.783611674704747E-7,0.08649955203968392,1.191516229081619E-4,0.10219539697702941,0.12378789246904344,0.10744714231357795
9,liv_000014_TEI.xml,4.7692835807627756E-5,0.8122644819087165,1.6645345223983399E-6,0.01424475829944926,6.015095550438846E-8,0.08147733862162901,9.209475432408715E-4,9.434704252285598E-4,0.07448563973557559,0.015613945944874736
10,liv_000015_TEI.xml,0.007189825054239061,0.7709490223866511,1.8178113848640812E-6,0.032199420797536044,6.568989123084296E-8,0.08915676803231011,0.01432717853283344,4.095911079410397E-5,0.07657429726677145,0.009560645317588582
11,liv_000016_TEI.xml,1.4776934238699106E-4,0.8611065967955477,1.3887317537756245E-6,0.027892365348015716,5.0184325290249824E-8,0.030346413917574467,2.554525989043756E-4,5.8285771383455506E-5,0.07256380804548632,0.007627869264621867
